case_id,transaction_id,dispute_description,ground_truth_reason,transaction_amount,missing_document,contradiction,expected_human_review,synthetic
SYN-00309,TXN-461145,I never authorized this transaction,Transaction not recognized,37271.93,False,False,False,True
SYN-00580,TXN-211291,retun completed but money not credited,Refund not processed,69617.9,False,True,True,True
SYN-00651,TXN-623866,duplicate payment appears on my card. possible mix up,Duplicate charge,13409.4,True,False,True,True
SYN-00467,TXN-309374,charged twice for the same order. please help,Duplicate charge,45095.72,True,False,True,True
SYN-00842,TXN-615959,product quality and colour do not match. please help,Product not as described,13546.65,False,False,False,True
SYN-01046,TXN-818247,charged the wrong amount. urgent,Incorrect transaction amount,44156.46,False,False,False,True
SYN-01557,TXN-864649,I never authorized this transaction. please help,Transaction not recognized,32180.11,False,False,False,True
SYN-00197,TXN-397949,I never authorized this transaction. custmer says,Transaction not recognized,50942.45,True,True,True,True
SYN-00262,TXN-434002,invoice total differs from debit,Incorrect transaction amount,69866.31,False,True,True,True
SYN-00724,TXN-401659,refund promised but not received. please help,Refund not processed,62466.7,False,True,True,True
SYN-01242,TXN-972786,service was not as advertised,Product not as described,6713.41,True,False,True,True
SYN-00553,TXN-844904,did not receive the product. urgent,Product not received,50493.23,True,False,True,True
SYN-00008,TXN-835911,payment dispute needs investigation,Other,50328.77,True,False,True,True
SYN-00667,TXN-770864,same transaction debited two times. details missing,Duplicate charge,32735.74,False,False,False,True
SYN-01037,TXN-116656,I never authorized this transaction,Transaction not recognized,8570.17,True,True,True,True
SYN-00502,TXN-202344,invoice total differs from debit,Incorrect transaction amount,13748.14,False,False,False,True
SYN-01489,TXN-577131,order never delivered although tracking says pending. details missing,Product not received,32622.21,True,False,True,True
SYN-00519,TXN-415743,charged after cancelling subscription,Subscription cancellation dispute,47346.92,True,False,True,True
SYN-01577,TXN-355882,order never delivered although tracking says pending,Product not received,43227.81,True,False,True,True
SYN-00293,TXN-969032,I do not recognize this payment,Transaction not recognized,8592.33,False,False,False,True
SYN-00100,TXN-398151,return completed but money not credited. urgent,Refund not processed,1116.46,False,True,True,True
SYN-00518,TXN-498724,charged the wrong amount,Incorrect transaction amount,31374.23,True,False,True,True
SYN-00438,TXN-547389,charged the wrong amount. details missing,Incorrect transaction amount,28827.54,False,False,False,True
SYN-01591,TXN-650705,renewal debit after cncellation. possible mix up,Subscription cancellation dispute,38921.81,False,True,True,True
SYN-00825,TXN-791174,order never deliered although tracking says pending. merchant disagrees,Product not received,55474.49,False,False,False,True
SYN-00290,TXN-240057,product quality and colour do not match,Product not as described,16718.74,False,False,False,True
SYN-01484,TXN-863589,return completed but money not credited,Refund not processed,51496.34,False,True,True,True
SYN-00872,TXN-607938,I have another issue with this transaction. ref tx,Other,35429.54,False,False,False,True
SYN-01121,TXN-589251,did not receive the product. merchant disagrees,Product not received,51076.66,False,False,False,True
SYN-00953,TXN-994303,my parcel has nt arrived,Product not received,33868.09,False,True,True,True
SYN-00662,TXN-208013,charged the wrong amount,Incorrect transaction amount,12684.07,False,True,True,True
SYN-00209,TXN-992512,my parcel has not arrived,Product not received,63472.59,False,True,True,True
SYN-00503,TXN-451936,membership was cancelled but billing continued. merchant disagrees,Subscription cancellation dispute,71029.82,False,False,False,True
SYN-01077,TXN-809699,unknown purchase on my statement. please help,Transaction not recognized,6038.92,True,False,True,True
SYN-01447,TXN-587982,membership was cancelled but billing continued. merchant disagrees,Subscription cancellation dispute,24798.76,True,True,True,True
SYN-00405,TXN-117500,unknown purchase on my statement,Transaction not recognized,57823.23,False,False,False,True
SYN-00889,TXN-897846,order never delivered although tracking says pending,Product not received,56537.13,False,False,False,True
SYN-01532,TXN-666795,return completed but money not credited. possible mix up,Refund not processed,4049.68,True,False,True,True
SYN-00083,TXN-706794,same transaction debited two times,Duplicate charge,23465.02,False,True,True,True
SYN-01420,TXN-397380,return completed but money not credited,Refund not processed,16949.68,True,False,True,True
SYN-01369,TXN-902598,my prcel has not arrived,Product not received,31353.23,True,False,True,True
SYN-00010,TXN-913694,product quality and colour do not match,Product not as described,63245.17,False,False,False,True
SYN-00459,TXN-101343,duplicate payment appears on my card. urgent,Duplicate charge,8280.1,True,False,True,True
SYN-01183,TXN-227119,renewal debit after cancellation,Subscription cancellation dispute,57186.95,False,False,False,True
SYN-01388,TXN-115667,return completed but money not credited,Refund not processed,7485.07,False,False,False,True
SYN-00257,TXN-900961,order never delivered although tracking says pending,Product not received,54617.33,False,False,False,True
SYN-00241,TXN-906527,did not receiv the product,Product not received,39521.56,False,False,False,True
SYN-00913,TXN-417960,order never delivered although tracking says pending,Product not received,10943.36,False,False,False,True
SYN-00499,TXN-409963,same transaction debited two times,Duplicate charge,37402.98,True,True,True,True
SYN-00377,TXN-896922,did not receive the product. possible mix up,Product not received,56807.37,False,False,False,True
SYN-01252,TXN-719473,merchant has not processed my refund,Refund not processed,49847.62,False,True,True,True
SYN-00644,TXN-332881,return completed but money not credited,Refund not processed,21163.22,False,False,False,True
SYN-01597,TXN-698910,I never authorized this tranaction,Transaction not recognized,21280.73,False,False,False,True
SYN-00180,TXN-621546,merchant has not processed my refund,Refund not processed,9173.95,False,False,False,True
SYN-00505,TXN-708502,order never delivered although tracking says pending,Product not received,47652.51,True,True,True,True
SYN-00329,TXN-414546,order never delivered althogh tracking says pending,Product not received,52352.97,False,False,False,True
SYN-01002,TXN-360380,product quality and colour do not match. possible mix up,Product not as described,46402.1,True,False,True,True
SYN-01084,TXN-228270,merchant has not processed my refund. merchant disagrees,Refund not processed,36761.25,True,False,True,True
SYN-00329,TXN-414546,order never delivered althogh tracking says pending,Product not received,52352.97,False,False,False,True
SYN-01326,TXN-957115,charged the wrong amount,Incorrect transaction amount,66326.18,True,False,True,True
SYN-00257,TXN-900961,order never delivered although tracking says pending,Product not received,54617.33,False,False,False,True
SYN-00498,TXN-159532,service was not as advertised,Product not as described,18173.84,True,False,True,True
SYN-01327,TXN-860585,charged after cancelling subscription. ref tx,Subscription cancellation dispute,25848.11,True,False,True,True
SYN-01281,TXN-500327,did not receive the product,Product not received,19270.81,False,True,True,True
SYN-00701,TXN-287588,I never authorized this transaction. ref tx,Transaction not recognized,46973.94,False,False,False,True
SYN-00461,TXN-336540,unknown purchase n my statement,Transaction not recognized,56916.38,False,False,False,True
SYN-00365,TXN-306909,unknown purchase on my statement,Transaction not recognized,55356.39,False,False,False,True
SYN-01253,TXN-977885,I do not recognize this payment. please help,Transaction not recognized,70728.11,False,True,True,True
SYN-00321,TXN-453961,my parcel has not arrived. ref tx,Product not received,70771.09,True,False,True,True
SYN-00510,TXN-139557,charged the wrong amount. ref tx,Incorrect transaction amount,28871.45,False,False,False,True
SYN-01070,TXN-721285,invoice total differs from debit,Incorrect transaction amount,59785.38,True,True,True,True
SYN-01289,TXN-433443,did not receive the product,Product not received,3786.7,True,True,True,True
SYN-00768,TXN-734155,I have another issue with this transaction. custmer says,Other,54360.47,False,True,True,True
SYN-01385,TXN-864118,did not receive the product,Product not received,38818.82,True,False,True,True
SYN-00862,TXN-397514,chrged the wrong amount,Incorrect transaction amount,48950.98,True,True,True,True
SYN-00761,TXN-673929,did not receive the product,Product not received,690.67,False,False,False,True
SYN-00205,TXN-398768,I never authorized this transaction,Transaction not recognized,33425.51,False,False,False,True
SYN-01305,TXN-295200,order never delivered although tracking says pending. ref tx,Product not received,66786.57,False,True,True,True
SYN-01471,TXN-202564,membership was cancelled but billing continued. ref tx,Subscription cancellation dispute,20588.92,False,True,True,True
SYN-01319,TXN-421331,charged after cancelling subscription,Subscription cancellation dispute,30665.24,True,True,True,True
SYN-00032,TXN-102260,I have another issue with this transaction. ref tx,Other,12514.02,False,False,False,True
SYN-00491,TXN-778827,duplicate payment appears on my card. please help,Duplicate charge,64311.77,False,False,False,True
SYN-00080,TXN-335113,payment dispute needs investigation. please help,Other,71403.54,False,True,True,True
SYN-00761,TXN-673929,did not receive the product,Product not received,690.67,False,False,False,True
SYN-00838,TXN-693566,charged the wrong amont,Incorrect transaction amount,67512.21,True,False,True,True
SYN-00833,TXN-510154,did not receive the product,Product not received,49144.53,True,True,True,True
SYN-01565,TXN-372148,I never authorized this transaction,Transaction not recognized,59047.62,False,False,False,True
SYN-00025,TXN-340062,my parcel has not arrived,Product not received,47406.13,True,True,True,True
SYN-00967,TXN-666176,charged after cancelling subscription. please help,Subscription cancellation dispute,32581.14,True,False,True,True
